Post;Huishouden;Woonsituatie;Inkomen;Jaar;Bedrag;Percentage inkomen
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;gemiddelde hypotheek;4500;2019;239;0
wit1;Eenouder met 3 kinderen;gemiddelde hypotheek;4500;2019;;0
wit2;Eenouder met 3 kinderen;gemiddelde hypotheek;4500;2019;;0
wit3;Eenouder met 3 kinderen;gemiddelde hypotheek;4500;2019;;0
wit4;Eenouder met 3 kinderen;gemiddelde hypotheek;4500;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;5.000;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;4.526;0
 huur/hypotheek;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;877;0,1754
 gas;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;110;0,022
 elektriciteit;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;78;0,0156
 water;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;21;0,004248
 lokale lasten;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;59;0,0117
 telefoon, televisie, internet;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;100;0,019955
 verzekeringen;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;286;0,057259667
 onderwijs;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;66;0,013276
 kinderopvang;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;168;0,0336
 vervoer;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;593;0,118506
VASTE LASTEN;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;2.358;0,471544667
 kleding en schoenen;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;251;0,0501921
 inventaris;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;216;0,0431454
 onderhoud huis en tuin;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;215;0,04299604
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;48;0,0096988
 vrijetijdsuitgaven;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;662;0,1324264
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;1.392;0,27845874
 voeding;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;531;0,106209635
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;245;0,0490256
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;776;0,155235235
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;474;0
wit1;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;;0
wit2;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;;0
wit3;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;;0
wit4;Eenouder met 3 kinderen;gemiddelde hypotheek;5000;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;5.500;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;4.729;0
 huur/hypotheek;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;902;0,164
 gas;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;110;0,02
 elektriciteit;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;78;0,014181818
 water;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;21;0,003861818
 lokale lasten;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;59;0,010636364
 telefoon, televisie, internet;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;101;0,018413636
 verzekeringen;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;292;0,053178788
 onderwijs;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;66;0,012069091
 kinderopvang;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;178;0,032272727
 vervoer;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;642;0,116732727
VASTE LASTEN;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;2.449;0,44534697
 kleding en schoenen;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;263;0,047901909
 inventaris;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;226;0,041041273
 onderhoud huis en tuin;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;230;0,0418264
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;51;0,009362545
 vrijetijdsuitgaven;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;722;0,131296727
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;1.493;0,271428855
 voeding;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;531;0,096554213
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;256;0,046568727
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;787;0,14312294
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;771;0
wit1;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;;0
wit2;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;;0
wit3;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;;0
wit4;Eenouder met 3 kinderen;gemiddelde hypotheek;5500;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;1.963;0
 huur/hypotheek;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;343;0,174724819
 gas;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;99;0,050441073
 elektriciteit;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;70;0,035767306
 water;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;19;0,009739713
 lokale lasten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;59;0,029806088
 telefoon, televisie, internet;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;63;0,031844112
 verzekeringen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;194;0,098937532
 onderwijs;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;66;0,033820994
 kinderopvang;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;2;0,000789734
 vervoer;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;63;0,032149815
VASTE LASTEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;977;0,498021184
 kleding en schoenen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;153;0,078000241
 inventaris;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;99;0,050275696
 onderhoud huis en tuin;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;72;0,036531565
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;38;0,019480104
 vrijetijdsuitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;0;0
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;362;0,184287605
 voeding;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;531;0,270572116
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;92;0,047119095
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;624;0,317691211
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit1;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit2;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit3;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
wit4;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;1;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;2.215;0
 huur/hypotheek;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;343;0,154812846
 gas;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;99;0,044692712
 elektriciteit;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;70;0,031691196
 water;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;19;0,008629756
 lokale lasten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;59;0,02640933
 telefoon, televisie, internet;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;63;0,028215096
 verzekeringen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;194;0,087662422
 onderwijs;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;66;0,029966689
 kinderopvang;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;67;0,030341386
 vervoer;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;89;0,03999772
VASTE LASTEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;1.069;0,482419154
 kleding en schoenen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;153;0,069111185
 inventaris;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;99;0,044546182
 onderhoud huis en tuin;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;72;0,032368358
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;38;0,017260115
 vrijetijdsuitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;92;0,041604852
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;454;0,204890691
 voeding;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;531;0,239737203
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;162;0,072952952
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;693;0,312690155
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit1;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit2;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit3;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
wit4;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;2;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;3.000;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;3.000;0
 huur/hypotheek;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;920;0,3065
 gas;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;101;0,033706971
 elektriciteit;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;72;0,023901306
 water;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;20;0,00650851
 lokale lasten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;59;0,0195
 telefoon, televisie, internet;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;69;0,022843379
 verzekeringen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;207;0,069057972
 onderwijs;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;66;0,022126667
 kinderopvang;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;79;0,02643885
 vervoer;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;148;0,049195469
VASTE LASTEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;1.739;0,579779123
 kleding en schoenen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;162;0,054106639
 inventaris;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;114;0,037843914
 onderhoud huis en tuin;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;91;0,030175372
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;38;0,012744444
 vrijetijdsuitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;156;0,051927316
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;560;0,186797687
 voeding;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;531;0,177016058
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;169;0,056407133
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;700;0,233423191
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;0;0
wit1;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
wit2;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
wit3;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
wit4;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3000;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;3.500;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;3.500;0
 huur/hypotheek;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;993;0,283714286
 gas;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;105;0,029866812
 elektriciteit;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;74;0,021178285
 water;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;20;0,00576701
 lokale lasten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;59;0,016714286
 telefoon, televisie, internet;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;79;0,022568094
 verzekeringen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;231;0,066054182
 onderwijs;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;66;0,018965714
 kinderopvang;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;104;0,029593541
 vervoer;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;267;0,076402416
VASTE LASTEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;1.998;0,570824624
 kleding en schoenen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;183;0,052417422
 inventaris;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;142;0,040705433
 onderhoud huis en tuin;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;131;0,03740084
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;39;0,011105013
 vrijetijdsuitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;288;0,082384492
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;784;0,224013199
 voeding;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;531;0,151728049
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;187;0,053434127
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;718;0,205162177
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;0;0
wit1;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;;0
wit2;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;;0
wit3;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;;0
wit4;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;3500;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;4.000;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;4.000;0
 huur/hypotheek;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;1.091;0,272625
 gas;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;107;0,026720654
 elektriciteit;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;76;0,018947373
 water;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;21;0,005159515
 lokale lasten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;59;0,014625
 telefoon, televisie, internet;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;87;0,02176538
 verzekeringen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;251;0,062832181
 onderwijs;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;66;0,016595
 kinderopvang;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;126;0,031455211
 vervoer;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;379;0,094693369
VASTE LASTEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;2.262;0,565418683
 kleding en schoenen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;205;0,051327279
 inventaris;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;168;0,042055683
 onderhoud huis en tuin;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;172;0,043039252
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;41;0,010321633
 vrijetijdsuitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;415;0,103652661
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;1.002;0,250396508
 voeding;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;531;0,132762043
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;206;0,051422765
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;737;0,184184809
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;0;0
wit1;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;;0
wit2;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;;0
wit3;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;;0
wit4;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4000;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;4.500;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;4.500;0
 huur/hypotheek;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;1.194;0,265333333
 gas;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;109;0,024145168
 elektriciteit;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;77;0,017121119
 water;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;21;0,004662213
 lokale lasten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;59;0,013
 telefoon, televisie, internet;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;94;0,020865561
 verzekeringen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;270;0,059909517
 onderwijs;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;66;0,014751111
 kinderopvang;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;147;0,032738503
 vervoer;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;487;0,108309694
VASTE LASTEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;2.524;0,560836219
 kleding en schoenen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;228;0,050668554
 inventaris;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;193;0,042804567
 onderhoud huis en tuin;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;215;0,047780191
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;45;0,009912237
 vrijetijdsuitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;540;0,119932345
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;1.220;0,271097894
 voeding;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;531;0,118010705
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;225;0,050055181
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;756;0,168065886
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;0;0
wit1;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;;0
wit2;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;;0
wit3;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;;0
wit4;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;4500;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;5.000;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;5.000;0
 huur/hypotheek;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;1.316;0,2631
 gas;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;110;0,021988308
 elektriciteit;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;78;0,015591709
 water;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;21;0,004245742
 lokale lasten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;59;0,0117
 telefoon, televisie, internet;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;100;0,019915379
 verzekeringen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;286;0,057161754
 onderwijs;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;66;0,013276
 kinderopvang;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;0;0
 contributies en abonnementen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;167;0,033492866
 vervoer;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;590;0,117970353
VASTE LASTEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;2.792;0,558442112
 kleding en schoenen;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;250;0,05008807
 inventaris;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;215;0,043020981
 onderhoud huis en tuin;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;259;0,05179394
 niet-vergoede ziektekosten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;48;0,009687894
 vrijetijdsuitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;659;0,131820555
RESERVERINGSUITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;1.432;0,286411439
 voeding;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;531;0,106209635
 overige huishoudelijke uitgaven;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;245;0,048936815
HUISHOUDELIJKE UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;776;0,155146449
OVERSCHOT/TEKORT;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;0;0
wit1;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;;0
wit2;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;;0
wit3;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;;0
wit4;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5000;2019;;0
TOTAAL INKOMEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;5.500;0
TOTAAL UITGAVEN;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;5.227;0
 huur/hypotheek;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;1.353;0,246
 gas;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;110;0,02
 elektriciteit;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;78;0,014181818
 water;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;21;0,003861818
 lokale lasten;Eenouder met 3 kinderen;1,5 keer gemiddelde hypotheek;5500;2019;59;0,010636364
